Keyword,Volume,KD,CPC,Macro Category,Category,Product Type,Topic,User Intent,Intent,Is Brand,Content Type,Funnel,Est. Traffic,Est. Value,oofos.com: Position,kanefootwear.com: Position,hoka.com: Position,kurufootwear.com: Position,aetrex.com: Position,orthofeet.com: Position,velousfootwear.com: Position,reef.com: Position,olukai.com: Position
women's slippers with backs,700,3,0,Apparel & Accessorie,Footwear,Slipper,Slipper,Find slippers with backs,Transactional,FALSE,Product Page,Conversion,202,0,54,,,,,58,,,
vionic coupon code,700,0,0.8,Apparel & Accessorie,Footwear Accessorie,Coupons/discount,Coupon Code,Find discount for Vionic,Commercial,TRUE,Blog Post,Consideration,314,251.20000000000002,36,,,,,55,,,
oiko,700,3,0.22,Apparel & Accessorie,Footwear,All Shoe,Shoe,Find Oiko products,Navigational,TRUE,Homepage,Retention,314,69.08,54,,,,,,,,53
sandals for plantar fasciitis women,700,4,0.46,Apparel & Accessorie,Footwear,Orthopedic Sandal,Sandal,Find sandals for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,202,92.92,32,,23,7,1,9,,26,90
black thongs,700,0,0.43,Apparel & Accessorie,Footwear,Flip Flop,Flip Flop,Find black flip flops,Transactional,FALSE,Product Page,Conversion,202,86.86,74,,,,,,,87,95
womens white sandals,700,0,0.27,Apparel & Accessorie,Footwear,Sandal,Sandal,Find sandals,Transactional,FALSE,Product Page,Conversion,202,54.540000000000006,74,,,,75,,,34,71
comfort slippers,700,12,0.57,Apparel & Accessorie,Footwear,Slipper,Slipper,Find comfortable slippers,Transactional,FALSE,Product Page,Conversion,202,115.13999999999999,63,,,38,,9,,,76
white strappy sandals,700,0,0.38,Apparel & Accessorie,Footwear,Strappy Sandal,Sandal,Find strappy sandals,Transactional,FALSE,Product Page,Conversion,202,76.76,88,,,,,,,,83
plantar fasciitis sandals,700,1,0.43,Apparel & Accessorie,Footwear,Orthopedic Sandal,Sandal,Find sandals for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,202,86.86,19,,40,10,12,5,,33,68
closed toe crocs,700,15,0.31,Apparel & Accessorie,Footwear,Clog,Clog,Find closed toe Crocs,Transactional,TRUE,Product Page,Conversion,282,87.42,67,83,,,,,,,
insoles for supination,700,0,0.45,Apparel & Accessorie,Footwear Accessorie,Insole,Insole,Find insoles for supination,Transactional,FALSE,Product Page,Conversion,202,90.9,84,,,,14,12,,,
black flip flops women,700,0,0.48,Apparel & Accessorie,Footwear,Flip Flop,Flip Flop,Find black flip flops,Transactional,FALSE,Product Page,Conversion,202,96.96,48,,,,,,,44,64
womens slide sandals,700,2,0.34,Apparel & Accessorie,Footwear,Slide Sandal,Slide Sandal,Find slide sandals,Transactional,FALSE,Product Page,Conversion,202,68.68,49,,42,,63,,,2,8
work crocs non slip,700,2,0.38,Apparel & Accessorie,Footwear,Work Shoe,Non-slip Shoe,Find non-slip work Crocs,Transactional,TRUE,Product Page,Conversion,282,107.16,66,80,,,,,,,
women's water shoes,700,6,0.44,Apparel & Accessorie,Footwear,Water Shoe,Water Shoe,Find water shoes,Transactional,FALSE,Product Page,Conversion,202,88.88,61,,,,,,,14,22
birkenstock sole replacement,700,0,0.3,Apparel & Accessorie,Footwear Accessorie,Shoe Repair Part,Sole Replacement,Find Birkenstock sole replacement,Commercial,TRUE,Blog Post,Consideration,314,94.2,73,,,,,,,85,
best slippers for neuropathy,700,0,0.28,Apparel & Accessorie,Footwear,Orthopedic Slipper,Slipper,Research best slippers for neuropathy,Informational,FALSE,Blog Post,Awareness,246,68.88000000000001,27,,,,,1,,,
feet store near me,700,69,0.82,Retail,Footwear Retail,Shoe Store,Shoe Store,Find shoe store nearby,Navigational,FALSE,Homepage,Retention,224,183.67999999999998,28,,43,,,7,,,
slip on walking shoes for women,700,2,0.34,Apparel & Accessorie,Footwear,Walking Shoe,Walking Shoe,Find slip on walking shoes,Transactional,FALSE,Product Page,Conversion,202,68.68,62,7,25,74,,103,,,60
orthotic slippers for women,700,4,0.52,Apparel & Accessorie,Footwear,Orthopedic Slipper,Slipper,Find orthotic slippers,Transactional,FALSE,Product Page,Conversion,202,105.04,22,,,46,12,11,,,24
clogs for nurses,700,3,0.48,Apparel & Accessorie,Footwear,Nurse Clog,Clog,Find clogs for nurses,Transactional,FALSE,Product Page,Conversion,202,96.96,36,,33,,,,,,
or shoes,700,6,0.86,Apparel & Accessorie,Footwear,All Shoe,Shoe,Find OR shoes,Navigational,TRUE,Homepage,Retention,314,270.04,6,,12,,,,,,
custom arch support,700,67,1.54,Apparel & Accessorie,Footwear Accessorie,Orthotic Insert,Arch Support,Find custom arch support,Transactional,FALSE,Product Page,Conversion,202,311.08,79,,,,18,62,,,
athletic shoe stores,700,91,0.25,Retail,Footwear Retail,Shoe Store,Shoe Store,Find athletic shoe stores,Navigational,FALSE,Homepage,Retention,224,56,47,,83,,,,,,
oofos flip flop,700,7,0.21,Apparel & Accessorie,Footwear,Flip Flop,Flip Flop,Find Oofos flip flop,Transactional,TRUE,Product Page,Conversion,282,59.22,1,,,,,,,,97
reef mens sandals,700,0,0.1,Apparel & Accessorie,Footwear,Sandal,Sandal,Find Reef men's sandals,Transactional,TRUE,Product Page,Conversion,282,28.200000000000003,78,,,,,,,1,48
slippers that look like boots,700,0,0.76,Apparel & Accessorie,Footwear,Slipper Boot,Slipper,Find slipper boots,Transactional,FALSE,Product Page,Conversion,202,153.52,79,82,,,,,,,71
mens mule slippers,700,1,0.62,Apparel & Accessorie,Footwear,Mule Slipper,Mule Slipper,Find mule slippers,Transactional,FALSE,Product Page,Conversion,202,125.24,28,,,,,92,,,6
what shoes do nurses wear,700,5,0.19,Apparel & Accessorie,Footwear,Nurse Shoe,Nurse Shoe,Research shoes for nurses,Informational,FALSE,Blog Post,Awareness,246,46.74,58,,8,69,,28,,,
womens dress sandals,700,2,0.29,Apparel & Accessorie,Footwear,Dress Sandal,Sandal,Find dress sandals,Transactional,FALSE,Product Page,Conversion,202,58.58,62,,66,,64,,,105,
croc slippers men,700,0,0,Apparel & Accessorie,Footwear,Slipper,Slipper,Find Croc men's slippers,Transactional,TRUE,Product Page,Conversion,282,0,53,77,,,,,,,69
on cloud slides,700,7,0.62,Apparel & Accessorie,Footwear,Slide,Slide,Find On Cloud slides,Transactional,TRUE,Product Page,Conversion,282,174.84,23,,61,,,,,,
athletic shoe stores near me,700,86,0.31,Retail,Footwear Retail,Shoe Store,Shoe Store,Find athletic shoe stores nearby,Navigational,FALSE,Homepage,Retention,224,69.44,49,,89,,,,,,
slip resistant shoes nearby,700,5,0.24,Retail,Footwear Retail,Shoe Store,Shoe Store,Find stores selling slip resistant shoes nearby,Navigational,FALSE,Homepage,Retention,224,53.76,66,,,,,62,,,
best orthopedic slippers for women,700,4,0.36,Apparel & Accessorie,Footwear,Orthopedic Slipper,Slipper,Research best orthopedic slippers,Informational,FALSE,Blog Post,Awareness,246,88.56,22,,102,21,42,11,,,33
q shoes,700,12,0.65,Apparel & Accessorie,Footwear,All Shoe,Shoe,Find Q shoes,Navigational,TRUE,Homepage,Retention,314,204.1,26,,58,,,,,,
slip on sandals women,700,5,0.35,Apparel & Accessorie,Footwear,Slide Sandal,Slide Sandal,Find slip on sandals,Transactional,FALSE,Product Page,Conversion,202,70.69999999999999,56,,52,,59,,,,44
oofos sandals sale,700,0,0.21,Apparel & Accessorie,Footwear,Sandal,Sandal,Find Oofos sandals on sale,Commercial,TRUE,Blog Post,Consideration,314,65.94,2,,,,,,,,65
on cloud pink shoes,700,0,0.51,Apparel & Accessorie,Footwear,Running Shoe,Shoe,Find On Cloud pink shoes,Transactional,TRUE,Product Page,Conversion,282,143.82,70,,80,,,,,,
birkenstock boston near me,700,10,0.49,Retail,Footwear Retail,Shoe Store,Shoe Store,Find store selling Birkenstock Boston nearby,Navigational,TRUE,Homepage,Retention,314,153.85999999999999,47,,,,,,,102,
oofos mens,700,7,0.34,Apparel,Footwear,Recovery Sandals/shoe,Recovery Shoe,Find Oofos shoes for men,Transactional,TRUE,Product Page,Conversion,282,95.88000000000001,1,,,,,,,,66
new balance nurse shoes,700,2,0.41,Apparel,Footwear,Nursing Shoe,Nurse Shoe,Find New Balance nursing shoes,Transactional,TRUE,Product Page,Conversion,282,115.61999999999999,64,,101,108,,102,,,
slippers that look like shoes,700,2,0.31,Apparel,Footwear,Hybrid Slipper,Slipper,Find slippers that look like shoes,Commercial,FALSE,Blog Post,Consideration,224,69.44,45,,,,,18,,,25
vionic mary janes,700,0,0.26,Apparel,Footwear,Mary Jane Shoe,Mary Jane,Find Vionic Mary Jane shoes,Transactional,TRUE,Product Page,Conversion,282,73.32000000000001,65,,,,,70,,,
house slipper,700,14,0.5,Apparel,Footwear,House Slipper,Slipper,Find house slippers,Transactional,FALSE,Product Page,Conversion,202,101,84,,,35,,40,,,19
good feet stores,700,1,0.66,Retail,Foot Care,Arch Support Retailer,Foot Store,Find Good Feet Stores,Navigational,TRUE,Homepage,Retention,314,207.24,48,,100,,,23,,,
green slippers,700,0,0.48,Apparel,Footwear,Slipper,Slipper,Find green slippers,Transactional,FALSE,Product Page,Conversion,202,96.96,76,,,,,,,,30
women sandals sale,700,1,0.21,Apparel,Footwear,Sandal,Sandal,Find women's sandals on sale,Transactional,FALSE,Product Page,Conversion,202,42.42,66,,111,,62,,,6,110
orthotics for supination,700,0,0.55,Health & Wellness,Foot Care,Orthotic Insert,Orthotic,Find orthotics for supination,Transactional,FALSE,Product Page,Conversion,202,111.10000000000001,65,,,,1,13,,,
womens comfortable shoes,600,9,0.35,Apparel,Footwear,Comfortable Shoe,Comfortable Shoe,Find comfortable shoes for women,Commercial,FALSE,Blog Post,Consideration,192,67.19999999999999,97,,37,,,70,,,20
work shoes for standing all day,600,12,0.48,Apparel,Footwear,Work Shoe,Work Shoe,Find work shoes for standing all day,Commercial,FALSE,Blog Post,Consideration,192,92.16,87,,49,57,,13,,96,
women's black tennis shoes,600,0,0.38,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find black tennis shoes for women,Transactional,FALSE,Product Page,Conversion,173,65.74,88,,105,,,,,,
work boots store near me,600,61,0.24,Retail,Footwear,Work Boots Retailer,Boot Store,Find a work boots store near me,Navigational,FALSE,Homepage,Retention,192,46.08,93,,86,,,,,,
shoe brand names,600,10,0.38,Apparel,Footwear,Shoe Brand,Shoe Brand,Learn about shoe brand names,Informational,FALSE,Blog Post,Awareness,211,80.18,35,,,,91,,,,81
non slip clogs,600,2,0.42,Apparel,Footwear,Non-slip Clog,Clog,Find non-slip clogs,Transactional,FALSE,Product Page,Conversion,173,72.66,88,,107,,,,,,
best indoor slippers,600,6,0.47,Apparel,Footwear,Indoor Slipper,Slipper,Find best indoor slippers,Commercial,FALSE,Blog Post,Consideration,192,90.24,65,,115,,,3,,,27
crocs slides mens,600,0,0.43,Apparel,Footwear,Slide,Slide,Find Crocs slides for men,Transactional,TRUE,Product Page,Conversion,242,104.06,46,,38,,,,,,
white leather nursing shoes,600,0,0.5,Apparel,Footwear,Nursing Shoe,Nurse Shoe,Find white leather nursing shoes,Transactional,FALSE,Product Page,Conversion,173,86.5,46,,5,,,,,,
morton's neuroma medical devices,600,0,0.49,Health & Wellness,Foot Care,Medical Devices For Foot Condition,Medical Device,Find medical devices for Morton's Neuroma,Transactional,FALSE,Product Page,Conversion,173,84.77,76,,,,9,,,,
best tennis shoes for nurses,600,2,0.37,Apparel,Footwear,Nursing Tennis Shoe,Nurse Shoe,Find best tennis shoes for nurses,Commercial,FALSE,Blog Post,Consideration,192,71.03999999999999,76,,2,38,,26,,,
nurse shoes clogs,600,2,0.5,Apparel,Footwear,Nursing Clog,Nurse Shoe,Find nurse shoes clogs,Transactional,FALSE,Product Page,Conversion,173,86.5,47,,24,,102,,,,
oka shoes,600,43,0.3,Apparel,Footwear,Shoe,Shoe,Find Oka shoes,Transactional,TRUE,Product Page,Conversion,242,72.6,20,,8,,,,,,22
where are on cloud shoes made,600,6,0.44,Apparel,Footwear,Running Shoe,Running Shoe,Learn where On Cloud shoes are made,Informational,TRUE,Blog Post,Awareness,296,130.24,58,,61,,,,,,
white nurse shoes,600,0,0.47,Apparel,Footwear,Nursing Shoe,Nurse Shoe,Find white nurse shoes,Transactional,FALSE,Product Page,Conversion,173,81.31,46,,4,,,,,,
how much are arch supports at the good feet store,600,0,0.3,Health & Wellness,Foot Care,Arch Support,Arch Support,Learn about arch support pricing at Good Feet Store,Informational,TRUE,Blog Post,Awareness,296,88.8,75,,,87,77,62,,,
orthopedic shoes for kids,600,3,0,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find orthopedic shoes for kids,Transactional,FALSE,Product Page,Conversion,173,0,49,,,,36,27,,,
oofos men,600,5,0.37,Apparel,Footwear,Recovery Sandals/shoe,Recovery Shoe,Find Oofos shoes for men,Transactional,TRUE,Product Page,Conversion,242,89.53999999999999,1,,,,,,,,71
running recovery shoes,600,7,0.73,Apparel,Footwear,Recovery Running Shoe,Recovery Shoe,Find running recovery shoes,Transactional,FALSE,Product Page,Conversion,173,126.28999999999999,3,9,4,,,,,,
mens black slides,600,3,0.5,Apparel,Footwear,Slide,Slide,Find black slides for men,Transactional,FALSE,Product Page,Conversion,173,86.5,26,,48,,,,,43,
new balance plantar fasciitis,600,0,0.24,Apparel,Footwear,Shoes For Plantar Fasciiti,Plantar Fasciitis Shoe,Find New Balance shoes for plantar fasciitis,Transactional,TRUE,Product Page,Conversion,242,58.08,72,,,88,,87,,,
custom thongs,600,0,0.4,Apparel,Footwear,Custom Flip-flop,Flip Flop,Find custom thongs (flip-flops),Transactional,FALSE,Product Page,Conversion,173,69.2,61,,,,,,,88,
on mens sneakers,600,0,0.53,Apparel,Footwear,Sneaker,Sneaker,Find On men's sneakers,Transactional,TRUE,Product Page,Conversion,242,128.26000000000002,92,,,77,,,,,44
black slip ons,600,0,0.4,Apparel,Footwear,Slip-on Shoe,Slip On Shoe,Find black slip-on shoes,Transactional,FALSE,Product Page,Conversion,173,69.2,70,,,,,,,,30
recovery shoes for runners,600,4,0.52,Apparel,Footwear,Recovery Running Shoe,Recovery Shoe,Find recovery shoes for runners,Commercial,FALSE,Blog Post,Consideration,192,99.84,7,14,4,,,,,,
best shoe websites,600,90,0.25,Apparel,Footwear,Shoe Retailer,Shoe Retailer,Find best shoe websites,Commercial,FALSE,Blog Post,Consideration,192,48,70,,92,,84,62,,,
bedroom slippers for men,600,1,0.4,Apparel,Footwear,Bedroom Slipper,Slipper,Find bedroom slippers for men,Transactional,FALSE,Product Page,Conversion,173,69.2,42,,,,,39,,65,28
footware,600,67,0.25,Apparel,Footwear,General Footwear,Footwear,General search for footwear,Informational,FALSE,Blog Post,Awareness,211,52.75,28,80,,32,,,,,50
baby shoes for walking,600,7,0,Apparel,Footwear,Baby Walking Shoe,Baby Shoe,Find baby shoes for walking,Transactional,FALSE,Product Page,Conversion,173,0,77,,73,,,,,,
women waterproof shoes,600,0,0.44,Apparel,Footwear,Waterproof Shoe,Waterproof Shoe,Find waterproof shoes for women,Transactional,FALSE,Product Page,Conversion,173,76.12,99,,48,,,42,,,6
croc non slip,600,3,0.33,Apparel,Footwear,Non-slip Shoe,Non Slip Shoe,Find Croc non-slip shoes,Transactional,TRUE,Product Page,Conversion,242,79.86,71,100,,,,,,,
rocker shoes,600,1,0.39,Apparel,Footwear,Rocker Bottom Shoe,Rocker Shoe,Find rocker shoes,Transactional,FALSE,Product Page,Conversion,173,67.47,25,,48,35,,31,,,
dsw warehouse,600,25,0.18,Retail,Footwear,Shoe Retailer,Shoe Retailer,Find DSW warehouse (location/info),Navigational,TRUE,Homepage,Retention,269,48.42,60,,45,,,,,,
white sandal,600,0,0,Apparel,Footwear,Sandal,Sandal,Find white sandals,Transactional,FALSE,Product Page,Conversion,173,0,56,,,,,,,31,57
mens indoor slippers,600,0,0.63,Apparel,Footwear,Indoor Slipper,Slipper,Find indoor slippers for men,Transactional,FALSE,Product Page,Conversion,173,108.99,3,,,48,,55,,67,2
rubber flip flops,600,7,0.43,Apparel,Footwear,Flip-flop,Flip Flop,Find rubber flip-flops,Transactional,FALSE,Product Page,Conversion,173,74.39,29,,,,68,,,52,9
skechers orthopedic walking shoes,600,3,0.15,Apparel,Footwear,Orthopedic Walking Shoe,Orthopedic Shoe,Find Skechers orthopedic walking shoes,Transactional,TRUE,Product Page,Conversion,242,36.3,69,,,,,23,,,
shoes logo,600,0,0.38,Apparel,Footwear,Shoe Brand Logo,Shoe Brand,Learn about shoe logos,Informational,FALSE,Blog Post,Awareness,211,80.18,39,,63,,,,,,
target women's shoes,600,9,0.19,Retail,Footwear,Women's Shoe,Shoe,Find women's shoes at Target,Navigational,TRUE,Homepage,Retention,269,51.11,96,,94,,,,,,
surgical shoes,600,0,0.57,Health & Wellness,Foot Care,Post-surgical Shoe,Surgical Shoe,Find surgical shoes,Transactional,FALSE,Product Page,Conversion,173,98.60999999999999,21,,19,,,,,,
work boots for plantar fasciitis,600,0,0.57,Apparel,Footwear,Work Boot,Work Boot,Find work boots for plantar fasciitis,Commercial,FALSE,Blog Post,Consideration,192,109.44,95,,,49,,1,,,
women's walking shoes with wide toe box,600,3,0.33,Apparel,Footwear,Walking Shoe,Walking Shoe,Find women's walking shoes with specific features,Transactional,FALSE,Product Page,Conversion,173,57.09,99,,35,53,,33,,,
mens closed toe sandals,600,0,0.46,Apparel,Footwear,Sandal,Sandal,Find men's closed toe sandals,Transactional,FALSE,Product Page,Conversion,173,79.58,52,,,,,,,,39
men's slip on slippers,600,11,0.48,Apparel,Footwear,Slipper,Slipper,Find men's slip-on slippers,Transactional,FALSE,Product Page,Conversion,173,83.03999999999999,37,,,,,27,,79,4
white crocks,600,2,0.37,Apparel,Footwear,Clog,Clog,Find white Crocs clogs,Transactional,TRUE,Product Page,Conversion,242,89.53999999999999,70,93,,,,,,,
all black tennis shoes womens,600,0,0.43,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find women's all-black tennis shoes,Transactional,FALSE,Product Page,Conversion,173,74.39,92,,27,,,,,,
mens sandals sale,600,2,0.33,Apparel,Footwear,Sandal,Sandal,Find men's sandals on sale,Transactional,FALSE,Product Page,Conversion,173,57.09,43,,56,,,,,2,30
black walking shoes womens,600,7,0.48,Apparel,Footwear,Walking Shoe,Walking Shoe,Find women's black walking shoes,Transactional,FALSE,Product Page,Conversion,173,83.03999999999999,61,,21,,,,,59,
recovery slide,600,8,0.62,Apparel,Footwear,Slide Sandal,Slide Sandal,Find recovery slide sandals,Transactional,FALSE,Product Page,Conversion,173,107.26,8,18,,103,,,,,
birkenstock store nyc,600,1,0.46,Apparel,Footwear,Footwear Store,Store,Find a Birkenstock store in NYC,Navigational,TRUE,Homepage,Retention,269,123.74000000000001,38,,,,,,,87,
on cloud shoes waterproof,600,1,0.28,Apparel,Footwear,Running Shoe,Running Shoe,Find waterproof On Cloud shoes,Transactional,TRUE,Product Page,Conversion,242,67.76,69,,90,86,,,,,
nike nursing shoes,600,2,0.48,Apparel,Footwear,Nursing Shoe,Nursing Shoe,Find Nike nursing shoes,Transactional,TRUE,Product Page,Conversion,242,116.16,61,,51,85,,,,,
women's moccasin slippers,600,2,0.42,Apparel,Footwear,Slipper,Slipper,Find women's moccasin slippers,Transactional,FALSE,Product Page,Conversion,173,72.66,85,,,,,,,,44
mens comfy slippers,600,11,0.66,Apparel,Footwear,Slipper,Slipper,Find comfortable men's slippers,Transactional,FALSE,Product Page,Conversion,173,114.18,60,,,27,,38,,30,12
strappy sandal,600,6,0,Apparel,Footwear,Sandal,Sandal,Find strappy sandals,Transactional,FALSE,Product Page,Conversion,173,0,68,,,,,,,51,44
best women's non slip shoes for standing all day,600,1,0.36,Apparel,Footwear,Work Shoe,Work Shoe,Find best non-slip work shoes for women,Commercial,FALSE,Blog Post,Consideration,192,69.12,79,,38,9,,13,,,
women's plantar fasciitis shoes,600,5,0.57,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find women's shoes for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,173,98.60999999999999,87,,67,3,4,17,,,
recovery slides mens,600,3,0.52,Apparel,Footwear,Slide Sandal,Slide Sandal,Find men's recovery slide sandals,Transactional,FALSE,Product Page,Conversion,173,89.96000000000001,5,,9,,,,,,24
hoka slides womens,600,0,0.37,Apparel,Footwear,Slide Sandal,Slide Sandal,Find Hoka slides for women,Transactional,TRUE,Product Page,Conversion,242,89.53999999999999,47,,1,,,,,,
platform.sandals,600,2,0.29,Apparel,Footwear,Sandal,Sandal,Find platform sandals,Transactional,FALSE,Product Page,Conversion,173,50.169999999999995,86,,,,,,,8,
oofos shoes nearby,600,3,0.25,Apparel,Footwear,Footwear Store,Store,Find Oofos shoes nearby,Navigational,TRUE,Homepage,Retention,269,67.25,2,,,,,,,,60
insoles for basketball shoes,600,0,0.42,Apparel,Footwear Accessorie,Insole,Insole,Find insoles for basketball shoes,Transactional,FALSE,Product Page,Conversion,173,72.66,84,,,,,101,,,
